Temp UID,SF 1.0 Object,SF 1.0 Field,SF 2.0 Object,SF 2.0 Field,Ignore,temp,Filter Logic (SOQL),Transformation Logic (JSON)
Creative_Contact__c-Contact_Name__c,Creative_Contact__c,Contact_Name__c,Account_Relationship__c,#N/A,TRUE,,,
Creative_Contact__c-Contact_Title__c,Creative_Contact__c,Contact_Title__c,Account_Relationship__c,#N/A,TRUE,,,
Creative_Contact__c-Opportunity_Account_Name__c,Creative_Contact__c,Opportunity_Account_Name__c,Account_Relationship__c,#N/A,TRUE,,,
Creative_Contact__c-Opportunity_Account_Record_Type__c,Creative_Contact__c,Opportunity_Account_Record_Type__c,Account_Relationship__c,#N/A,TRUE,,,
Creative_Contact__c-Opportunity_Name__c,Creative_Contact__c,Opportunity_Name__c,Account_Relationship__c,#N/A,TRUE,,,
Account_Source_System_Xref__c-Id,Account_Source_System_Xref__c,Id,Account_Source_System_Xref__c,Id,,,,
Account_Source_System_Xref__c-IsDeleted,Account_Source_System_Xref__c,IsDeleted,Account_Source_System_Xref__c,IsDeleted,,,,
Account_Source_System_Xref__c-Name,Account_Source_System_Xref__c,Name,Account_Source_System_Xref__c,Name,,,,
Account_Source_System_Xref__c-CreatedDate,Account_Source_System_Xref__c,CreatedDate,Account_Source_System_Xref__c,CreatedDate,,,,
Account_Source_System_Xref__c-CreatedById,Account_Source_System_Xref__c,CreatedById,Account_Source_System_Xref__c,CreatedById,,,,
Account_Source_System_Xref__c-LastModifiedDate,Account_Source_System_Xref__c,LastModifiedDate,Account_Source_System_Xref__c,LastModifiedDate,,,,
Account_Source_System_Xref__c-LastModifiedById,Account_Source_System_Xref__c,LastModifiedById,Account_Source_System_Xref__c,LastModifiedById,,,,
Account_Source_System_Xref__c-SystemModstamp,Account_Source_System_Xref__c,SystemModstamp,Account_Source_System_Xref__c,SystemModstamp,,,,
Account_Source_System_Xref__c-Account_Id__c,Account_Source_System_Xref__c,Account_Id__c,Account_Source_System_Xref__c,Account_Id__c,,,,
Account_Source_System_Xref__c-Source_System_Account_Identifier__c,Account_Source_System_Xref__c,Source_System_Account_Identifier__c,Account_Source_System_Xref__c,Source_System_Account_Identifier__c,,,,
Account_Source_System_Xref__c-Source_System_Account_Name__c,Account_Source_System_Xref__c,Source_System_Account_Name__c,Account_Source_System_Xref__c,Source_System_Account_Name__c,,,,
Account_Source_System_Xref__c-Source_System_Id__c,Account_Source_System_Xref__c,Source_System_Id__c,Account_Source_System_Xref__c,Source_System_Id__c,,,,
Account_Source_System_Xref__c-Unique_Cross_reference__c,Account_Source_System_Xref__c,Unique_Cross_reference__c,Account_Source_System_Xref__c,Unique_Cross_reference__c,,,,
Account_Source_System_Xref__c-Xref_ID__c,Account_Source_System_Xref__c,Xref_ID__c,Account_Source_System_Xref__c,Xref_ID__c,,,,
Account_Source_System_Xref__c-Description__c,Account_Source_System_Xref__c,Description__c,Account_Source_System_Xref__c,Description__c,,,,
Account_Source_System_Xref__c-Primary__c,Account_Source_System_Xref__c,Primary__c,Account_Source_System_Xref__c,Primary__c,,,,
AccountContactRelation-AccountId,AccountContactRelation,AccountId,AccountContactRelation,Account.External_Id__c,,,,
AccountContactRelation-ContactId,AccountContactRelation,ContactId,AccountContactRelation,Contact.External_Id__c,,,,
AccountContactRelation-Id,AccountContactRelation,Id,AccountContactRelation,External_Id__c,,,,
AccountContactRelation-Id,AccountContactRelation,Id,AccountContactRelation,Id,,,,
AccountContactRelation-AccountId,AccountContactRelation,AccountId,AccountContactRelation,AccountId,,,,
AccountContactRelation-ContactId,AccountContactRelation,ContactId,AccountContactRelation,ContactId,,,,
AccountContactRelation-Roles,AccountContactRelation,Roles,AccountContactRelation,Roles,,,,
AccountContactRelation-IsDirect,AccountContactRelation,IsDirect,AccountContactRelation,IsDirect,,,,
AccountContactRelation-IsActive,AccountContactRelation,IsActive,AccountContactRelation,IsActive,,,,
AccountContactRelation-StartDate,AccountContactRelation,StartDate,AccountContactRelation,StartDate,,,,
AccountContactRelation-EndDate,AccountContactRelation,EndDate,AccountContactRelation,EndDate,,,,
AccountContactRelation-IsDeleted,AccountContactRelation,IsDeleted,AccountContactRelation,IsDeleted,,,,
AccountContactRelation-CreatedDate,AccountContactRelation,CreatedDate,AccountContactRelation,CreatedDate,,,,
AccountContactRelation-CreatedById,AccountContactRelation,CreatedById,AccountContactRelation,CreatedById,,,,
AccountContactRelation-LastModifiedDate,AccountContactRelation,LastModifiedDate,AccountContactRelation,LastModifiedDate,,,,
AccountContactRelation-LastModifiedById,AccountContactRelation,LastModifiedById,AccountContactRelation,LastModifiedById,,,,
AccountContactRelation-SystemModstamp,AccountContactRelation,SystemModstamp,AccountContactRelation,SystemModstamp,,,,
AccountContactRole-Id,AccountContactRole,Id,AccountContactRole,Id,,,,
AccountContactRole-IsDeleted,AccountContactRole,IsDeleted,AccountContactRole,IsDeleted,,,,
AccountContactRole-CreatedDate,AccountContactRole,CreatedDate,AccountContactRole,CreatedDate,,,,
AccountContactRole-CreatedById,AccountContactRole,CreatedById,AccountContactRole,CreatedById,,,,
AccountContactRole-LastModifiedDate,AccountContactRole,LastModifiedDate,AccountContactRole,LastModifiedDate,,,,
AccountContactRole-LastModifiedById,AccountContactRole,LastModifiedById,AccountContactRole,LastModifiedById,,,,
AccountContactRole-SystemModstamp,AccountContactRole,SystemModstamp,AccountContactRole,SystemModstamp,,,,
AccountContactRole-AccountId,AccountContactRole,AccountId,AccountContactRole,AccountId,,,,
AccountContactRole-ContactId,AccountContactRole,ContactId,AccountContactRole,ContactId,,,,
AccountContactRole-Role,AccountContactRole,Role,AccountContactRole,Role,,,,
AccountContactRole-IsPrimary,AccountContactRole,IsPrimary,AccountContactRole,IsPrimary,,,,
AccountTeamMember-Id,AccountTeamMember,Id,AccountTeamMember,Id,,,,
AccountTeamMember-AccountId,AccountTeamMember,AccountId,AccountTeamMember,AccountId,,,,
AccountTeamMember-UserId,AccountTeamMember,UserId,AccountTeamMember,UserId,,,,
AccountTeamMember-TeamMemberRole,AccountTeamMember,TeamMemberRole,AccountTeamMember,TeamMemberRole,,,,
AccountTeamMember-PhotoUrl,AccountTeamMember,PhotoUrl,AccountTeamMember,PhotoUrl,,,,
AccountTeamMember-Title,AccountTeamMember,Title,AccountTeamMember,Title,,,,
AccountTeamMember-AccountAccessLevel,AccountTeamMember,AccountAccessLevel,AccountTeamMember,AccountAccessLevel,,,,
AccountTeamMember-OpportunityAccessLevel,AccountTeamMember,OpportunityAccessLevel,AccountTeamMember,OpportunityAccessLevel,,,,
AccountTeamMember-CaseAccessLevel,AccountTeamMember,CaseAccessLevel,AccountTeamMember,CaseAccessLevel,,,,
AccountTeamMember-ContactAccessLevel,AccountTeamMember,ContactAccessLevel,AccountTeamMember,ContactAccessLevel,,,,
AccountTeamMember-CreatedDate,AccountTeamMember,CreatedDate,AccountTeamMember,CreatedDate,,,,
AccountTeamMember-CreatedById,AccountTeamMember,CreatedById,AccountTeamMember,CreatedById,,,,
AccountTeamMember-LastModifiedDate,AccountTeamMember,LastModifiedDate,AccountTeamMember,LastModifiedDate,,,,
AccountTeamMember-LastModifiedById,AccountTeamMember,LastModifiedById,AccountTeamMember,LastModifiedById,,,,
AccountTeamMember-SystemModstamp,AccountTeamMember,SystemModstamp,AccountTeamMember,SystemModstamp,,,,
AccountTeamMember-IsDeleted,AccountTeamMember,IsDeleted,AccountTeamMember,IsDeleted,,,,
AccountUserTerritory2View-Id,AccountUserTerritory2View,Id,AccountUserTerritory2View,Id,,,,
AccountUserTerritory2View-AccountId,AccountUserTerritory2View,AccountId,AccountUserTerritory2View,AccountId,,,,
AccountUserTerritory2View-Territory2Id,AccountUserTerritory2View,Territory2Id,AccountUserTerritory2View,Territory2Id,,,,
AccountUserTerritory2View-UserId,AccountUserTerritory2View,UserId,AccountUserTerritory2View,UserId,,,,
AccountUserTerritory2View-RoleInTerritory2,AccountUserTerritory2View,RoleInTerritory2,AccountUserTerritory2View,RoleInTerritory2,,,,
AccountUserTerritory2View-LastModifiedDate,AccountUserTerritory2View,LastModifiedDate,AccountUserTerritory2View,LastModifiedDate,,,,
Alternate_Account_Address__c-Id,Alternate_Account_Address__c,Id,Alternate_Account_Address__c,Id,,,,
Alternate_Account_Address__c-IsDeleted,Alternate_Account_Address__c,IsDeleted,Alternate_Account_Address__c,IsDeleted,,,,
Alternate_Account_Address__c-Name,Alternate_Account_Address__c,Name,Alternate_Account_Address__c,Name,,,,
Alternate_Account_Address__c-CreatedDate,Alternate_Account_Address__c,CreatedDate,Alternate_Account_Address__c,CreatedDate,,,,
Alternate_Account_Address__c-CreatedById,Alternate_Account_Address__c,CreatedById,Alternate_Account_Address__c,CreatedById,,,,
Alternate_Account_Address__c-LastModifiedDate,Alternate_Account_Address__c,LastModifiedDate,Alternate_Account_Address__c,LastModifiedDate,,,,
Alternate_Account_Address__c-LastModifiedById,Alternate_Account_Address__c,LastModifiedById,Alternate_Account_Address__c,LastModifiedById,,,,
Alternate_Account_Address__c-SystemModstamp,Alternate_Account_Address__c,SystemModstamp,Alternate_Account_Address__c,SystemModstamp,,,,
Alternate_Account_Address__c-LastViewedDate,Alternate_Account_Address__c,LastViewedDate,Alternate_Account_Address__c,LastViewedDate,,,,
Alternate_Account_Address__c-LastReferencedDate,Alternate_Account_Address__c,LastReferencedDate,Alternate_Account_Address__c,LastReferencedDate,,,,
Alternate_Account_Address__c-Account__c,Alternate_Account_Address__c,Account__c,Alternate_Account_Address__c,Account__c,,,,
Alternate_Account_Address__c-AccountAddressD365Id__c,Alternate_Account_Address__c,AccountAddressD365Id__c,Alternate_Account_Address__c,AccountAddressD365Id__c,,,,
Alternate_Account_Address__c-Address_Purpose__c,Alternate_Account_Address__c,Address_Purpose__c,Alternate_Account_Address__c,Address_Purpose__c,,,,
Alternate_Account_Address__c-City__c,Alternate_Account_Address__c,City__c,Alternate_Account_Address__c,City__c,,,,
Alternate_Account_Address__c-Country__c,Alternate_Account_Address__c,Country__c,Alternate_Account_Address__c,Country__c,,,,
Alternate_Account_Address__c-State_Province__c,Alternate_Account_Address__c,State_Province__c,Alternate_Account_Address__c,State_Province__c,,,,
Alternate_Account_Address__c-Street__c,Alternate_Account_Address__c,Street__c,Alternate_Account_Address__c,Street__c,,,,
Alternate_Account_Address__c-Zip_Postal_Code__c,Alternate_Account_Address__c,Zip_Postal_Code__c,Alternate_Account_Address__c,Zip_Postal_Code__c,,,,
Alternate_Account_Address__c-Address_Status__c,Alternate_Account_Address__c,Address_Status__c,Alternate_Account_Address__c,Address_Status__c,,,,
Alternate_Account_Address__c-Street_2__c,Alternate_Account_Address__c,Street_2__c,Alternate_Account_Address__c,Street_2__c,,,,
Alternate_Account_Address__c-Data_Warehouse_Id__c,Alternate_Account_Address__c,Data_Warehouse_Id__c,Alternate_Account_Address__c,Data_Warehouse_Id__c,,,,
Alternate_Account_Address__c-Matched_Address_Id__c,Alternate_Account_Address__c,Matched_Address_Id__c,Alternate_Account_Address__c,Matched_Address_Id__c,,,,
Alternate_Account_Address__c-Status__c,Alternate_Account_Address__c,Status__c,Alternate_Account_Address__c,Status__c,,,,
Alternate_Account_Address__c-Billing_Address_Data_Warehouse_Id__c,Alternate_Account_Address__c,Billing_Address_Data_Warehouse_Id__c,Alternate_Account_Address__c,Billing_Address_Data_Warehouse_Id__c,,,,
Alternate_Account_Address__c-Duplicate_Status__c,Alternate_Account_Address__c,Duplicate_Status__c,Alternate_Account_Address__c,Duplicate_Status__c,,,,
Alternate_Account_Address__c-Force_Deduplicate__c,Alternate_Account_Address__c,Force_Deduplicate__c,Alternate_Account_Address__c,Force_Deduplicate__c,,,,
Alternate_Account_Address__c-Force_Verify__c,Alternate_Account_Address__c,Force_Verify__c,Alternate_Account_Address__c,Force_Verify__c,,,,
Alternate_Account_Address__c-Dummy_Trigger__c,Alternate_Account_Address__c,Dummy_Trigger__c,Alternate_Account_Address__c,Dummy_Trigger__c,,,,
Alternate_Account_Address__c-Active__c,Alternate_Account_Address__c,Active__c,Alternate_Account_Address__c,Active__c,,,,
Campaign-Id,Campaign,Id,Campaign,Id,,,,
Campaign-IsDeleted,Campaign,IsDeleted,Campaign,IsDeleted,,,,
Campaign-Name,Campaign,Name,Campaign,Name,,,,
Campaign-ParentId,Campaign,ParentId,Campaign,ParentId,,,,
Campaign-Type,Campaign,Type,Campaign,Type,,,,
Campaign-Status,Campaign,Status,Campaign,Status,,,,
Campaign-StartDate,Campaign,StartDate,Campaign,StartDate,,,,
Campaign-EndDate,Campaign,EndDate,Campaign,EndDate,,,,
Campaign-ExpectedRevenue,Campaign,ExpectedRevenue,Campaign,ExpectedRevenue,,,,
Campaign-BudgetedCost,Campaign,BudgetedCost,Campaign,BudgetedCost,,,,
Campaign-ActualCost,Campaign,ActualCost,Campaign,ActualCost,,,,
Campaign-ExpectedResponse,Campaign,ExpectedResponse,Campaign,ExpectedResponse,,,,
Campaign-NumberSent,Campaign,NumberSent,Campaign,NumberSent,,,,
Campaign-IsActive,Campaign,IsActive,Campaign,IsActive,,,,
Campaign-Description,Campaign,Description,Campaign,Description,,,,
Campaign-TenantId,Campaign,TenantId,Campaign,TenantId,,,,
Campaign-NumberOfLeads,Campaign,NumberOfLeads,Campaign,NumberOfLeads,,,,
Campaign-NumberOfConvertedLeads,Campaign,NumberOfConvertedLeads,Campaign,NumberOfConvertedLeads,,,,
Campaign-NumberOfContacts,Campaign,NumberOfContacts,Campaign,NumberOfContacts,,,,
Campaign-NumberOfResponses,Campaign,NumberOfResponses,Campaign,NumberOfResponses,,,,
Campaign-NumberOfOpportunities,Campaign,NumberOfOpportunities,Campaign,NumberOfOpportunities,,,,
Campaign-NumberOfWonOpportunities,Campaign,NumberOfWonOpportunities,Campaign,NumberOfWonOpportunities,,,,
Campaign-AmountAllOpportunities,Campaign,AmountAllOpportunities,Campaign,AmountAllOpportunities,,,,
Campaign-AmountWonOpportunities,Campaign,AmountWonOpportunities,Campaign,AmountWonOpportunities,,,,
Campaign-OwnerId,Campaign,OwnerId,Campaign,OwnerId,,,,
Campaign-CreatedDate,Campaign,CreatedDate,Campaign,CreatedDate,,,,
Campaign-CreatedById,Campaign,CreatedById,Campaign,CreatedById,,,,
Campaign-LastModifiedDate,Campaign,LastModifiedDate,Campaign,LastModifiedDate,,,,
Campaign-LastModifiedById,Campaign,LastModifiedById,Campaign,LastModifiedById,,,,
Campaign-SystemModstamp,Campaign,SystemModstamp,Campaign,SystemModstamp,,,,
Campaign-LastActivityDate,Campaign,LastActivityDate,Campaign,LastActivityDate,,,,
Campaign-LastViewedDate,Campaign,LastViewedDate,Campaign,LastViewedDate,,,,
Campaign-LastReferencedDate,Campaign,LastReferencedDate,Campaign,LastReferencedDate,,,,
Campaign-CampaignMemberRecordTypeId,Campaign,CampaignMemberRecordTypeId,Campaign,CampaignMemberRecordTypeId,,,,
Campaign-Category_Manager__c,Campaign,Category_Manager__c,Campaign,Category_Manager__c,,,,
Campaign-Instance_Shared_to_Client_Date__c,Campaign,Instance_Shared_to_Client_Date__c,Campaign,Instance_Shared_to_Client_Date__c,,,,
Campaign-MCL__c,Campaign,MCL__c,Campaign,MCL__c,,,,
Campaign-MIA_Legacy_ID__c,Campaign,MIA_Legacy_ID__c,Campaign,MIA_Legacy_ID__c,,,,
Campaign-Period__c,Campaign,Period__c,Campaign,Period__c,,,,
Campaign-Process_Manager__c,Campaign,Process_Manager__c,Campaign,Process_Manager__c,,,,
Campaign-Review_Date__c,Campaign,Review_Date__c,Campaign,Review_Date__c,,,,
Campaign-pi__Pardot_Campaign_Id__c,Campaign,pi__Pardot_Campaign_Id__c,Campaign,pi__Pardot_Campaign_Id__c,,,,
Campaign-pi__Pardot_Has_Dependencies__c,Campaign,pi__Pardot_Has_Dependencies__c,Campaign,pi__Pardot_Has_Dependencies__c,,,,
CampaignMember-Id,CampaignMember,Id,CampaignMember,Id,,,,
CampaignMember-IsDeleted,CampaignMember,IsDeleted,CampaignMember,IsDeleted,,,,
CampaignMember-CampaignId,CampaignMember,CampaignId,CampaignMember,CampaignId,,,,
CampaignMember-LeadId,CampaignMember,LeadId,CampaignMember,LeadId,,,,
CampaignMember-ContactId,CampaignMember,ContactId,CampaignMember,ContactId,,,,
CampaignMember-Status,CampaignMember,Status,CampaignMember,Status,,,,
CampaignMember-HasResponded,CampaignMember,HasResponded,CampaignMember,HasResponded,,,,
CampaignMember-CreatedDate,CampaignMember,CreatedDate,CampaignMember,CreatedDate,,,,
CampaignMember-CreatedById,CampaignMember,CreatedById,CampaignMember,CreatedById,,,,
CampaignMember-LastModifiedDate,CampaignMember,LastModifiedDate,CampaignMember,LastModifiedDate,,,,
CampaignMember-LastModifiedById,CampaignMember,LastModifiedById,CampaignMember,LastModifiedById,,,,
CampaignMember-SystemModstamp,CampaignMember,SystemModstamp,CampaignMember,SystemModstamp,,,,
CampaignMember-FirstRespondedDate,CampaignMember,FirstRespondedDate,CampaignMember,FirstRespondedDate,,,,
CampaignMember-Salutation,CampaignMember,Salutation,CampaignMember,Salutation,,,,
CampaignMember-Name,CampaignMember,Name,CampaignMember,Name,,,,
CampaignMember-FirstName,CampaignMember,FirstName,CampaignMember,FirstName,,,,
CampaignMember-LastName,CampaignMember,LastName,CampaignMember,LastName,,,,
CampaignMember-Title,CampaignMember,Title,CampaignMember,Title,,,,
CampaignMember-Street,CampaignMember,Street,CampaignMember,Street,,,,
CampaignMember-City,CampaignMember,City,CampaignMember,City,,,,
CampaignMember-State,CampaignMember,State,CampaignMember,State,,,,
CampaignMember-PostalCode,CampaignMember,PostalCode,CampaignMember,PostalCode,,,,
CampaignMember-Country,CampaignMember,Country,CampaignMember,Country,,,,
CampaignMember-Email,CampaignMember,Email,CampaignMember,Email,,,,
CampaignMember-Phone,CampaignMember,Phone,CampaignMember,Phone,,,,
CampaignMember-Fax,CampaignMember,Fax,CampaignMember,Fax,,,,
CampaignMember-MobilePhone,CampaignMember,MobilePhone,CampaignMember,MobilePhone,,,,
CampaignMember-Description,CampaignMember,Description,CampaignMember,Description,,,,
CampaignMember-DoNotCall,CampaignMember,DoNotCall,CampaignMember,DoNotCall,,,,
CampaignMember-HasOptedOutOfEmail,CampaignMember,HasOptedOutOfEmail,CampaignMember,HasOptedOutOfEmail,,,,
CampaignMember-HasOptedOutOfFax,CampaignMember,HasOptedOutOfFax,CampaignMember,HasOptedOutOfFax,,,,
CampaignMember-LeadSource,CampaignMember,LeadSource,CampaignMember,LeadSource,,,,
CampaignMember-CompanyOrAccount,CampaignMember,CompanyOrAccount,CampaignMember,CompanyOrAccount,,,,
CampaignMember-Type,CampaignMember,Type,CampaignMember,Type,,,,
CampaignMember-LeadOrContactId,CampaignMember,LeadOrContactId,CampaignMember,LeadOrContactId,,,,
CampaignMember-LeadOrContactOwnerId,CampaignMember,LeadOrContactOwnerId,CampaignMember,LeadOrContactOwnerId,,,,
Change_Account_Territory__c-Id,Change_Account_Territory__c,Id,Change_Account_Territory__c,Id,TRUE,,,
Change_Account_Territory__c-OwnerId,Change_Account_Territory__c,OwnerId,Change_Account_Territory__c,OwnerId,TRUE,,,
Change_Account_Territory__c-IsDeleted,Change_Account_Territory__c,IsDeleted,Change_Account_Territory__c,IsDeleted,TRUE,,,
Change_Account_Territory__c-Name,Change_Account_Territory__c,Name,Change_Account_Territory__c,Name,TRUE,,,
Change_Account_Territory__c-CreatedDate,Change_Account_Territory__c,CreatedDate,Change_Account_Territory__c,CreatedDate,TRUE,,,
Change_Account_Territory__c-CreatedById,Change_Account_Territory__c,CreatedById,Change_Account_Territory__c,CreatedById,TRUE,,,
Change_Account_Territory__c-LastModifiedDate,Change_Account_Territory__c,LastModifiedDate,Change_Account_Territory__c,LastModifiedDate,TRUE,,,
Change_Account_Territory__c-LastModifiedById,Change_Account_Territory__c,LastModifiedById,Change_Account_Territory__c,LastModifiedById,TRUE,,,
Change_Account_Territory__c-SystemModstamp,Change_Account_Territory__c,SystemModstamp,Change_Account_Territory__c,SystemModstamp,TRUE,,,
